security_name,date,closing_price
Microsoft,2023-04-12,102.19
Tesla,2023-09-14,577.46
Netflix,2019-02-05,955.01
Google,2018-10-25,1048.42
Netflix,2024-11-03,1757.18
Tesla,2015-12-01,1025.85
Tesla,2021-11-21,429.38
Microsoft,2015-05-09,398.62
Google,2023-06-20,578.65
Amazon,2019-10-15,1608.75
Netflix,2018-04-21,1045.55
Microsoft,2020-10-05,1561.82
Microsoft,2018-10-03,1818.67
Netflix,2017-10-09,824.22
Apple,2024-04-02,1872.02
Netflix,2018-05-16,491.33
Tesla,2018-03-22,1669.87
Apple,2023-06-30,1023.97
Netflix,2019-11-29,452.33
Tesla,2016-11-29,1119.32
Google,2016-08-22,1711.42
Google,2014-02-27,1622.62
Microsoft,2022-01-01,1526.68
Google,2024-12-07,1392.91
Apple,2017-06-25,758.19
Google,2015-11-25,420.95
Tesla,2015-05-14,917.07
Tesla,2024-07-18,1633.62
Google,2020-05-31,1528.36
Netflix,2019-04-20,416.33
Amazon,2023-05-12,1033.91
Google,2023-05-16,1163.36
Amazon,2014-11-29,188.63
Microsoft,2015-09-12,1020.28
Tesla,2021-03-25,1648.02
Netflix,2019-11-24,895.63
Google,2023-09-24,1645.24
Microsoft,2022-07-29,293.14
Tesla,2018-05-24,968.52
Microsoft,2017-12-15,496.41
Microsoft,2022-02-09,1634.28
Google,2021-12-18,644.05
Tesla,2014-03-20,1985.7
Netflix,2021-04-24,430.06
Google,2017-01-18,1865.43
Apple,2016-05-14,540.5
Microsoft,2017-12-13,142.51
Apple,2014-08-16,1344.75
Netflix,2017-07-12,1713.27
Tesla,2015-11-08,389.27
Google,2017-05-14,1667.77
Tesla,2018-01-22,1566.3
Google,2017-07-13,1622.4
Amazon,2014-10-29,1064.48
Google,2023-02-11,1185.46
Google,2023-07-18,1341.17
Netflix,2015-08-15,591.61
Apple,2015-05-01,311.33
Apple,2015-03-23,371.8
Netflix,2016-03-05,543.38
Netflix,2022-08-08,199.46
Microsoft,2023-07-27,496.96
Microsoft,2022-04-03,499.41
Microsoft,2018-03-18,290.53
Tesla,2019-02-16,305.25
Apple,2021-11-16,1057.34
Netflix,2015-02-04,898.52
Google,2014-08-06,727.07
Microsoft,2021-01-08,1878.58
Apple,2019-01-13,954.68
Netflix,2020-03-22,1336.56
Tesla,2023-11-09,1573.75
Netflix,2017-06-03,834.43
Netflix,2018-06-11,378.31
Google,2014-01-16,86.18
Tesla,2014-11-20,67.11
Tesla,2014-11-16,1636.49
Netflix,2023-09-09,382.63
Netflix,2017-09-27,874.44
Apple,2021-04-06,508.49
Apple,2014-12-19,155.08
Tesla,2023-11-05,188.91
Google,2020-11-01,1843.01
Google,2019-09-29,1326.29
Microsoft,2018-02-07,1562.11
Apple,2020-09-25,435.51
Microsoft,2018-03-25,1917.76
Google,2018-02-25,1472.49
Microsoft,2019-01-09,1921.79
Netflix,2016-07-24,941.96
Google,2016-06-01,705.14
Microsoft,2023-01-03,1871.98
Tesla,2017-09-19,1499.5
Apple,2014-12-13,197.71
Tesla,2015-06-17,277.87
Microsoft,2023-06-07,1037.28
Apple,2024-10-23,1297.63
Tesla,2018-04-21,121.04
Microsoft,2024-05-01,1913.1
Apple,2020-01-18,160.46
Amazon,2014-06-09,1189.09
Google,2022-03-03,66.19
Amazon,2022-04-13,1632.69
Tesla,2023-05-01,1637.6
Amazon,2021-01-01,1816.34
Amazon,2015-01-01,1682.45
Google,2017-02-20,540.33
Google,2019-04-04,1014.77
Microsoft,2022-07-22,902.97
Tesla,2024-05-23,1819.55
Netflix,2020-11-02,1804.69
Google,2023-10-22,610.58
Apple,2015-05-19,1211.88
Google,2018-11-03,347.73
Google,2023-04-30,1266.75
Apple,2018-08-03,1061.8
Apple,2018-06-24,1653.92
Microsoft,2020-01-08,1632.02
Tesla,2018-10-15,1056.5
Netflix,2014-03-20,795.57
Apple,2017-01-09,726.6
Tesla,2021-08-22,1072.22
Apple,2018-12-14,1858.33
Netflix,2014-06-16,1147.32
Amazon,2021-08-16,75.87
Netflix,2024-08-10,61.98
Netflix,2023-01-06,1264.04
Netflix,2015-03-31,1958.76
Amazon,2014-05-20,1073.8
Tesla,2015-08-09,691.89
Google,2024-07-18,1479.16
Google,2016-10-05,961.62
Amazon,2024-11-17,129.06
Google,2018-09-30,882.14
Netflix,2024-07-30,996.63
Apple,2016-04-04,1922.31
Tesla,2015-03-06,934.51
Apple,2014-12-12,41.74
Apple,2018-02-16,1958.88
Apple,2023-10-31,967.9
Apple,2021-12-25,1007.67
Google,2015-02-14,1894.4
Amazon,2014-04-04,79.5
Netflix,2021-12-18,568.61
Netflix,2020-02-14,1623.25
Apple,2020-05-16,1666.24
Tesla,2024-10-18,774.73
Tesla,2020-12-04,73.05
Microsoft,2017-04-14,358.68
Google,2017-06-11,229.43
Google,2018-01-28,1134.44
Microsoft,2023-05-26,1603.63
Google,2022-04-29,1393.8
Netflix,2015-07-29,36.76
Amazon,2023-04-22,1760.73
Apple,2014-10-22,1854.11
Microsoft,2015-09-21,249.95
Amazon,2020-05-05,401.3
Microsoft,2023-02-18,1140.7
Google,2016-05-07,296.34
Google,2015-02-02,1215.07
Tesla,2016-01-13,1785.31
Tesla,2023-10-23,123.59
Netflix,2022-04-11,841.02
Microsoft,2018-05-09,328.78
Tesla,2022-11-21,1341.85
Apple,2017-01-17,1356.26
Microsoft,2014-06-11,1888.2
Netflix,2016-07-04,1417.22
Apple,2014-05-04,128.73
Tesla,2022-10-20,878.78
Netflix,2018-03-19,1546.04
Amazon,2014-06-10,1584.28
Apple,2022-02-07,1110.02
Amazon,2024-12-02,1765.23
Tesla,2022-04-19,1199.96
Microsoft,2018-10-31,956.63
Amazon,2017-09-13,1474.76
Amazon,2015-06-29,405.45
Apple,2023-07-01,1975.9
Tesla,2015-03-15,594.0
Tesla,2022-03-26,1446.71
Netflix,2020-03-14,1230.26
Netflix,2021-10-05,1110.47
Amazon,2019-10-29,1607.34
Microsoft,2017-08-24,808.44
Microsoft,2014-08-29,1073.29
Microsoft,2023-04-18,650.68
Netflix,2024-02-05,525.12
Google,2023-03-25,350.07
Microsoft,2017-06-26,1375.52
Netflix,2024-05-30,949.78
Amazon,2024-03-26,952.92
Apple,2015-07-31,320.69
Microsoft,2021-12-11,1277.31
Netflix,2024-08-22,1855.85
Netflix,2020-02-01,1020.16
Netflix,2017-12-22,1441.26
Netflix,2021-12-22,409.19
Tesla,2022-07-01,586.35
Amazon,2020-08-12,844.32
Google,2017-05-04,1109.24
Apple,2015-03-05,621.62
Google,2018-09-06,433.3
Apple,2016-09-28,412.7
Apple,2023-01-25,1288.6
Google,2021-10-22,384.97
Tesla,2019-12-18,741.01
Amazon,2022-12-26,1234.84
Amazon,2020-06-16,139.5
Google,2020-04-03,1193.46
Google,2023-03-16,324.28
Netflix,2017-10-06,126.72
Google,2014-04-18,1144.8
Netflix,2023-08-18,1058.75
Microsoft,2016-09-08,1532.96
Microsoft,2017-01-29,340.08
Google,2021-02-06,474.01
Apple,2015-03-07,210.33
Tesla,2016-08-23,1612.35
Google,2015-12-16,1808.68
Apple,2017-12-15,1412.68
Google,2017-03-28,317.67
Amazon,2019-01-12,260.14
Apple,2015-08-05,477.47
Google,2014-07-05,71.1
Tesla,2016-07-24,543.33
Apple,2018-04-08,333.66
Google,2023-08-02,779.32
Apple,2019-06-01,1513.33
Tesla,2020-05-18,464.63
Amazon,2020-08-15,675.68
Google,2019-09-25,1710.99
Apple,2015-03-22,1221.49
Amazon,2020-06-23,1246.19
Apple,2014-09-07,939.54
Apple,2022-05-20,130.44
Microsoft,2017-12-17,846.51
Netflix,2017-01-17,884.51
Netflix,2020-11-16,1996.41
Microsoft,2015-07-17,172.64
Amazon,2016-12-10,1396.3
Tesla,2015-08-26,1570.25
Microsoft,2017-03-08,374.12
Google,2024-09-27,847.73
Amazon,2022-05-07,558.63
Microsoft,2020-09-21,487.24
Amazon,2021-04-29,1340.53
Microsoft,2021-06-27,1825.87
Tesla,2021-07-07,1455.94
Tesla,2018-07-13,1308.39
Microsoft,2016-03-05,110.23
Tesla,2017-04-24,421.06
Apple,2023-11-01,884.37
Google,2014-08-10,1183.88
Apple,2018-12-23,671.7
Tesla,2018-12-02,982.88
Tesla,2015-12-02,468.84
Netflix,2016-03-22,821.99
Microsoft,2017-04-04,438.23
Apple,2014-05-15,28.95
Tesla,2021-08-07,1290.76
Apple,2023-02-16,1294.13
Microsoft,2019-11-03,887.44
Netflix,2017-03-24,896.63
Netflix,2015-04-23,405.18
Netflix,2023-02-01,1133.25
Amazon,2019-07-14,523.59
Apple,2017-09-09,485.11
Amazon,2023-01-09,1300.69
Apple,2024-09-18,333.2
Microsoft,2019-12-23,861.48
Tesla,2019-09-27,1522.6
Apple,2021-01-20,1386.81
Microsoft,2014-07-11,1352.22
Microsoft,2023-12-08,493.58
Tesla,2024-03-11,787.53
Amazon,2020-07-04,1571.97
Amazon,2018-09-05,1372.63
Netflix,2021-03-17,1333.06
Netflix,2019-10-28,782.54
Apple,2019-02-03,1120.75
Microsoft,2024-05-12,934.63
Amazon,2020-08-09,769.48
Tesla,2016-12-12,501.65
Apple,2022-03-08,107.63
Netflix,2017-08-26,155.39
Tesla,2015-07-03,811.74
Amazon,2022-08-26,125.59
Netflix,2021-12-15,420.98
Amazon,2016-12-22,305.09
Google,2015-08-21,40.43
Netflix,2016-10-15,404.97
Amazon,2017-06-07,457.34
Google,2017-04-07,1307.68
Amazon,2022-06-14,796.78
Google,2014-05-31,136.9
Tesla,2024-08-13,724.29
Microsoft,2021-10-03,116.14
Netflix,2019-03-23,1175.19
Netflix,2018-05-04,1342.6
Tesla,2021-05-19,620.91
Apple,2021-02-09,1718.97
Amazon,2017-01-15,588.6
Netflix,2020-06-05,520.6
Microsoft,2023-08-29,269.42
Netflix,2020-01-11,302.93
Microsoft,2016-01-12,1661.15
Microsoft,2019-12-27,1510.15
Netflix,2018-09-02,1063.55
Apple,2020-03-25,1001.7
Apple,2023-02-01,774.78
Apple,2015-05-27,141.81
Netflix,2018-02-03,986.32
Tesla,2021-09-13,1783.29
Netflix,2017-07-24,447.02
Netflix,2018-05-20,256.93
Tesla,2018-04-29,691.1
Tesla,2023-07-05,1316.43
Microsoft,2019-11-08,1401.37
Tesla,2021-03-09,1515.87
Netflix,2017-09-15,111.47
Netflix,2023-05-18,1192.97
Tesla,2020-02-29,1099.84
Netflix,2020-10-02,650.72
Netflix,2016-10-09,135.73
Netflix,2016-02-10,353.6
Apple,2020-04-07,1094.25
Netflix,2014-06-20,406.49
Netflix,2019-10-06,272.33
Google,2022-01-22,1027.23
Apple,2018-03-02,793.27
Apple,2017-07-23,98.19
Netflix,2023-01-30,557.61
Tesla,2014-06-18,1027.1
Google,2022-03-17,563.5
Google,2015-12-14,25.26
Microsoft,2020-04-24,823.89
Google,2020-05-10,595.38
Tesla,2023-05-13,560.16
Apple,2018-02-18,201.94
Apple,2021-06-01,1575.62
Tesla,2021-09-27,1341.51
Apple,2022-04-16,1927.92
Apple,2023-06-07,1333.65
Amazon,2018-10-16,1264.48
Apple,2018-04-16,812.78
Netflix,2017-11-22,594.04
Google,2015-07-06,227.04
Microsoft,2020-05-06,664.55
Amazon,2023-11-08,1726.35
Amazon,2023-08-21,18.0
Google,2019-09-22,1395.26
Tesla,2024-11-07,1298.05
Google,2023-07-15,484.09
Google,2024-04-24,1818.52
Microsoft,2019-11-02,51.16
Google,2021-11-26,1078.14
Netflix,2018-08-07,1120.56
Netflix,2022-11-14,170.17
Amazon,2014-12-06,1768.96
Netflix,2016-02-05,1721.19
Amazon,2014-04-11,770.88
Google,2017-04-04,112.27
Tesla,2021-02-04,1857.11
Microsoft,2016-11-27,843.03
Netflix,2015-09-10,381.66
Google,2014-07-15,249.36
Apple,2017-03-23,1141.18
Amazon,2020-12-28,739.27
Amazon,2019-08-18,449.07
Apple,2014-06-12,767.96
Netflix,2021-10-25,1080.71
Google,2014-08-30,1220.21
Apple,2020-01-29,934.56
Google,2022-08-12,346.95
Microsoft,2017-11-17,22.64
Tesla,2019-12-08,774.16
Microsoft,2021-12-16,1523.52
Netflix,2021-01-03,1200.16
Netflix,2019-03-29,1675.8
Netflix,2023-10-16,224.36
Microsoft,2017-05-25,1947.92
Tesla,2015-03-19,1170.67
Tesla,2015-08-30,454.47
Netflix,2014-11-06,794.99
Tesla,2018-05-31,744.84
Google,2016-05-11,1170.14
Microsoft,2015-11-10,1211.51
Google,2019-03-30,1919.63
Amazon,2019-07-25,1737.16
Apple,2021-08-23,213.71
Microsoft,2024-08-18,379.22
Microsoft,2017-01-26,1466.66
Microsoft,2022-11-06,689.99
Tesla,2019-04-01,197.04
Amazon,2019-03-16,841.38
Google,2023-11-02,114.22
Netflix,2024-05-22,77.18
Microsoft,2017-07-24,1656.76
Microsoft,2024-06-21,1268.34
Amazon,2021-10-21,235.96
Amazon,2015-11-28,1322.38
Microsoft,2016-06-01,1572.66
Amazon,2021-05-17,1956.14
Google,2021-11-28,515.05
Amazon,2023-03-19,1344.04
Apple,2022-10-17,1738.57
Tesla,2015-06-21,1443.77
Netflix,2020-06-09,479.6
Microsoft,2020-04-16,950.85
Microsoft,2016-12-20,882.49
Microsoft,2019-03-23,1169.15
Tesla,2021-07-20,194.8
Amazon,2017-04-17,537.94
Tesla,2020-05-14,846.13
Apple,2022-11-12,97.27
Google,2017-04-25,127.87
Amazon,2018-01-30,1453.52
Google,2016-03-21,1344.48
Amazon,2021-11-23,355.11
Microsoft,2018-08-27,910.34
Netflix,2019-02-12,790.36
Tesla,2022-12-01,1714.3
Google,2021-11-19,420.11
Netflix,2022-02-02,1014.49
Microsoft,2015-12-08,1931.12
Tesla,2014-11-16,173.16
Netflix,2016-07-29,1196.75
Tesla,2016-08-20,1187.54
Microsoft,2022-08-12,1333.25
Microsoft,2015-05-31,809.89
Apple,2022-08-11,1806.64
Amazon,2017-06-30,1885.8
Google,2019-02-03,594.75
Tesla,2017-02-03,707.36
Amazon,2016-01-30,963.88
Google,2017-12-26,590.99
Tesla,2017-05-16,1986.7
Tesla,2018-02-02,846.84
Amazon,2022-05-13,1944.42
Apple,2019-05-20,1043.39
Microsoft,2015-10-19,1351.31
Tesla,2023-04-29,1143.17
Amazon,2021-06-15,1426.1
Netflix,2024-12-16,1382.22
Tesla,2023-11-29,675.38
Apple,2018-01-28,1987.73
Amazon,2016-11-04,1302.26
Amazon,2017-09-23,1978.13
Apple,2014-03-28,429.56
Apple,2022-03-15,89.65
Apple,2016-03-15,265.29
Google,2014-07-26,641.67
Netflix,2016-09-21,1423.89
Netflix,2015-09-10,1093.83
Amazon,2022-12-01,1930.22
Netflix,2015-03-20,1835.88
Netflix,2014-01-23,1236.49
Netflix,2021-07-22,925.18
Microsoft,2016-01-31,1826.06
Apple,2022-09-24,296.71
Microsoft,2023-12-12,365.34
Netflix,2022-08-17,528.09
Microsoft,2018-04-23,1129.33
Netflix,2016-09-25,146.66
Apple,2018-11-12,454.55
Apple,2024-07-20,567.71
Google,2021-11-04,115.1
Tesla,2017-04-27,1468.61
Amazon,2015-07-25,370.35
Amazon,2023-06-03,1716.68
Google,2016-07-29,1727.31
Google,2024-09-30,1027.9
Amazon,2016-01-10,1255.8
Netflix,2024-11-05,997.57
Tesla,2016-05-23,233.94
Google,2015-12-20,79.81
Netflix,2019-04-14,233.0
Google,2016-09-06,1933.84
Amazon,2022-01-31,371.0
Netflix,2022-09-27,515.38
Google,2023-07-01,1889.43
Netflix,2015-05-04,700.79
Microsoft,2022-03-11,1225.11
Microsoft,2017-09-16,579.07
Netflix,2016-05-19,1462.69
Microsoft,2021-06-28,94.57
Tesla,2018-03-05,1756.54
Netflix,2019-05-12,1734.91
Google,2023-02-02,220.03
Google,2021-02-21,464.86
Google,2015-11-08,774.18
Apple,2023-05-30,976.26
Tesla,2015-06-03,1234.3
Amazon,2024-03-29,1576.04
Tesla,2020-07-17,352.38
Microsoft,2020-07-23,1082.69
Tesla,2021-07-16,661.13
Microsoft,2024-04-29,565.95
Apple,2024-05-30,781.04
Google,2022-08-19,1912.34
Google,2014-04-28,1718.63
Tesla,2016-12-06,605.62
Apple,2024-04-16,869.13
Tesla,2019-02-06,1536.31
Netflix,2017-11-29,1204.22
Microsoft,2016-09-07,609.71
Google,2022-10-06,924.89
Google,2017-11-19,103.33
Google,2024-07-08,827.83
Microsoft,2019-07-10,60.09
Netflix,2014-11-28,962.43
Apple,2020-12-23,1068.18
Google,2017-12-12,989.4
Netflix,2020-03-20,1191.02
Netflix,2014-12-07,1672.51
Tesla,2017-02-07,573.29
Google,2020-08-03,1686.04
Tesla,2018-11-27,74.89
Microsoft,2019-09-29,686.93
Microsoft,2021-08-21,1724.59
Netflix,2024-02-14,852.9
Google,2018-11-28,257.03
Netflix,2023-06-21,339.23
Microsoft,2023-01-08,1655.71
Tesla,2017-04-23,1013.81
Apple,2016-12-20,1170.19
Amazon,2020-03-26,98.78
Microsoft,2014-09-11,1222.91
Amazon,2019-06-02,727.27
Microsoft,2016-11-29,1255.72
Google,2014-08-31,1822.34
Netflix,2022-11-03,1117.25
Amazon,2017-12-30,167.72
Google,2022-11-05,1175.65
Amazon,2020-04-17,1394.9
Tesla,2016-10-02,1496.32
Amazon,2019-10-29,1886.4
Apple,2020-03-24,749.59
Netflix,2019-04-28,895.53
Netflix,2018-03-21,796.23
Microsoft,2019-02-03,892.4
Apple,2019-01-15,1189.47
Tesla,2024-01-12,1395.85
Tesla,2014-06-27,1724.83
Netflix,2016-03-28,767.86
Amazon,2022-12-28,1839.45
Microsoft,2018-09-15,1437.35
Google,2014-12-28,1278.62
Microsoft,2024-05-03,1409.6
Apple,2021-02-26,173.05
Microsoft,2018-06-30,885.44
Google,2017-01-08,1486.69
Apple,2018-03-13,1643.96
Apple,2023-12-11,481.63
Netflix,2016-02-27,1470.62
Amazon,2022-03-08,156.69
Microsoft,2021-07-14,1354.74
Tesla,2023-02-02,1322.94
Netflix,2017-07-19,1450.61
Google,2016-04-29,33.7
Google,2024-12-26,398.24
Amazon,2014-04-06,125.91
Amazon,2017-09-09,1678.49
Tesla,2018-11-11,396.51
Apple,2016-11-06,1528.77
Apple,2021-07-04,1375.36
Google,2015-07-26,217.97
Amazon,2019-06-27,1320.26
Tesla,2021-03-06,1146.7
Amazon,2022-10-27,232.18
Tesla,2019-10-17,1403.59
Microsoft,2016-07-21,705.09
Tesla,2017-04-24,855.48
Google,2014-06-17,754.14
Microsoft,2015-08-14,957.74
Microsoft,2021-02-26,1257.6
Apple,2020-06-03,1480.44
Tesla,2023-01-31,376.41
Google,2014-01-07,1754.59
Amazon,2014-02-16,1849.48
Amazon,2017-12-04,982.09
Apple,2020-07-07,1582.23
Google,2019-08-14,1460.85
Netflix,2015-09-26,1321.02
Netflix,2021-03-07,466.15
Apple,2023-01-25,733.77
Tesla,2024-10-02,1469.71
Amazon,2016-04-20,1522.67
Amazon,2020-04-12,1570.21
Google,2021-05-30,53.26
Google,2017-12-21,889.7
Apple,2016-01-30,904.27
Netflix,2019-01-16,321.92
Amazon,2018-11-26,1097.99
Amazon,2023-08-02,736.03
Amazon,2021-06-27,614.79
Microsoft,2017-10-08,1025.41
Netflix,2018-09-10,650.02
Tesla,2015-03-28,416.88
Tesla,2021-03-23,229.82
Apple,2015-04-07,389.07
Google,2017-08-22,771.73
Microsoft,2022-09-14,1406.99
Netflix,2016-10-14,381.33
Apple,2021-12-27,394.02
Tesla,2023-06-27,1243.75
Amazon,2021-08-01,797.91
Google,2015-02-10,202.4
Google,2022-09-22,107.65
Microsoft,2021-08-16,152.94
Amazon,2018-03-14,1633.61
Google,2016-02-01,544.48
Netflix,2024-09-13,230.55
Apple,2014-06-21,1635.59
Amazon,2022-07-15,1185.28
Apple,2023-01-16,1035.71
Netflix,2017-11-30,95.82
Apple,2024-01-09,566.76
Tesla,2021-01-02,127.61
Google,2022-07-18,373.24
Microsoft,2016-03-23,1166.07
Apple,2023-06-24,353.5
Amazon,2021-05-30,1544.99
Netflix,2024-05-27,1312.41
Google,2023-07-21,1403.5
Microsoft,2020-11-30,472.75
Tesla,2022-01-14,299.84
Google,2024-05-16,52.63
Microsoft,2016-08-27,491.42
Amazon,2014-02-10,348.2
Amazon,2020-10-10,245.91
Tesla,2022-03-20,663.77
Netflix,2014-01-25,97.59
Apple,2023-11-27,1814.27
Google,2021-10-04,1157.22
Google,2018-10-08,1490.85
Netflix,2023-08-08,833.71
Tesla,2019-10-31,713.95
Microsoft,2017-02-23,341.97
Google,2015-10-06,973.22
Tesla,2014-08-09,1378.7
Google,2015-03-25,585.77
Microsoft,2014-04-08,1256.36
Apple,2023-10-12,631.75
Microsoft,2020-08-25,861.72
Google,2021-12-13,388.69
Google,2016-09-10,712.33
Amazon,2023-12-09,1526.62
Microsoft,2015-08-21,159.28
Amazon,2018-06-28,928.76
Tesla,2016-12-06,122.24
Tesla,2023-02-14,1281.58
Google,2021-02-13,1105.99
Microsoft,2018-01-27,1136.56
Amazon,2020-12-26,252.84
Tesla,2019-01-08,1212.19
Microsoft,2017-01-21,707.44
Apple,2024-11-25,1400.6
Microsoft,2017-10-13,1255.8
Google,2022-12-08,27.62
Apple,2021-10-30,347.13
Apple,2015-02-06,560.01
Netflix,2021-08-09,218.29
Netflix,2020-09-24,684.03
Google,2018-06-22,1200.39
Amazon,2021-10-22,90.8
Apple,2016-06-10,1697.16
Netflix,2019-10-30,198.77
Netflix,2014-09-01,1143.66
Apple,2016-12-29,952.47
Google,2017-01-30,1273.25
Google,2021-08-24,1457.08
Apple,2016-04-19,1730.65
Apple,2017-07-20,1148.79
Amazon,2014-01-13,1658.37
Amazon,2023-01-07,1046.4
Microsoft,2018-10-03,1151.9
Netflix,2014-12-15,1480.15
Microsoft,2019-06-05,1822.45
Netflix,2016-01-29,1215.35
Tesla,2014-02-24,1067.32
Microsoft,2023-03-22,1490.71
Microsoft,2014-04-16,1469.52
Microsoft,2023-01-24,1658.63
Netflix,2022-01-18,1516.89
Netflix,2016-09-15,1722.15
Netflix,2017-03-03,620.81
Apple,2019-07-22,1154.09
Amazon,2024-05-02,905.59
Microsoft,2017-07-12,911.07
Tesla,2019-05-27,948.81
Google,2019-08-17,780.51
Microsoft,2020-03-10,527.27
Google,2019-01-20,1299.28
Netflix,2018-05-15,760.52
Google,2020-07-22,543.56
Microsoft,2019-02-26,773.4
Tesla,2020-10-14,1750.58
Microsoft,2020-08-31,451.37
Netflix,2018-07-30,217.47
Microsoft,2019-10-14,1877.69
Apple,2022-04-21,1592.73
Netflix,2014-10-29,1926.22
Netflix,2014-06-25,942.34
Apple,2024-12-08,1245.0
Tesla,2014-03-05,1464.81
Netflix,2020-04-02,666.61
Google,2016-07-01,61.0
Amazon,2014-08-30,1096.76
Microsoft,2020-03-04,368.58
Netflix,2022-06-13,184.37
Netflix,2022-02-22,859.82
Netflix,2016-10-07,1513.68
Tesla,2022-09-17,1367.2
Google,2019-02-12,385.83
Amazon,2022-01-07,1841.29
Google,2022-05-17,1177.68
Netflix,2022-03-22,1182.47
Microsoft,2017-07-01,629.39
Microsoft,2021-03-01,1373.97
Tesla,2024-10-08,301.32
Tesla,2021-07-17,1477.47
Tesla,2023-07-18,579.94
Microsoft,2016-11-13,1994.52
Apple,2023-02-21,821.85
Netflix,2023-08-26,1064.57
Amazon,2018-10-11,73.61
Tesla,2014-08-30,330.25
Tesla,2020-12-15,1896.97
Netflix,2014-05-25,643.74
Amazon,2019-03-18,1846.95
Apple,2016-02-12,69.51
Amazon,2019-05-13,1578.36
Google,2019-03-30,846.69
Tesla,2023-09-01,149.06
Google,2015-06-09,396.07
Netflix,2014-12-16,188.46
Tesla,2018-02-24,1504.65
Netflix,2019-08-11,1272.6
Apple,2024-05-21,1340.28
Google,2021-06-02,1648.91
Google,2016-12-01,1144.18
Microsoft,2015-01-27,776.33
Netflix,2019-11-14,1969.0
Amazon,2020-02-05,1551.61
Microsoft,2014-03-29,1319.11
Tesla,2017-04-03,1757.27
Google,2024-12-04,1403.42
Microsoft,2023-10-27,103.71
Microsoft,2023-08-26,997.85
Microsoft,2019-12-13,254.86
Microsoft,2016-05-16,1507.61
Google,2019-02-22,1040.84
Microsoft,2015-08-19,380.18
Microsoft,2022-10-24,1832.31
Microsoft,2017-07-28,1544.24
Apple,2023-11-26,1083.33
Microsoft,2018-05-29,1097.07
Netflix,2018-06-29,243.77
Tesla,2016-09-02,921.15
Apple,2022-04-04,621.59
Netflix,2014-09-16,1208.24
Tesla,2022-11-07,724.3
Amazon,2014-06-12,139.94
Microsoft,2016-03-06,727.04
Google,2015-09-29,1862.34
Microsoft,2018-08-27,328.66
Netflix,2021-11-11,27.15
Apple,2015-02-13,1065.03
Microsoft,2023-01-10,1458.24
Netflix,2019-06-20,1562.97
Apple,2023-09-01,553.45
Amazon,2024-03-30,1531.69
Apple,2014-04-01,1896.1
Microsoft,2024-07-28,1522.66
Microsoft,2019-08-09,187.57
Netflix,2017-12-05,227.97
Microsoft,2023-07-12,1010.05
Netflix,2019-02-13,443.85
Tesla,2015-06-22,1441.75
Tesla,2024-02-23,991.81
Tesla,2021-03-14,1008.62
Amazon,2021-07-13,1026.3
Microsoft,2015-08-21,1287.39
Netflix,2020-06-28,576.09
Apple,2020-01-19,1635.78
Apple,2016-01-24,1609.23
Apple,2014-01-25,1906.2
Google,2022-10-07,613.71
Google,2014-01-08,1764.83
Netflix,2017-09-22,662.93
Netflix,2020-09-10,450.63
Amazon,2024-10-23,1886.18
Netflix,2022-10-22,1433.0
Microsoft,2024-12-22,221.39
Tesla,2024-12-13,1608.71
Microsoft,2017-01-02,99.85
Google,2015-06-18,1095.4
Apple,2019-08-29,901.51
Google,2019-12-05,1820.33
Apple,2017-08-08,1449.44
Tesla,2017-06-13,258.68
Google,2021-11-29,558.42
Google,2020-07-20,1978.58
Amazon,2021-10-05,1655.14
Netflix,2016-12-15,1363.99
Google,2021-07-13,1301.57
Google,2023-11-13,587.89
Google,2022-09-17,1824.98
Tesla,2023-11-20,1493.78
Netflix,2015-05-14,1489.94
Apple,2020-05-29,1163.27
Apple,2024-06-20,1704.3
Microsoft,2019-10-04,1053.59
Netflix,2014-03-26,657.11
Apple,2014-03-05,1197.62
Amazon,2014-02-02,694.43
Amazon,2018-03-05,876.15
Google,2024-10-09,818.19
Tesla,2024-01-31,258.32
Microsoft,2018-03-30,279.77
Apple,2014-10-24,1499.78
Apple,2017-07-09,1174.4
Google,2016-08-23,457.43
Amazon,2018-01-24,1838.64
Microsoft,2016-05-04,319.86
Tesla,2019-03-01,1995.32
Netflix,2017-08-19,1343.19
Tesla,2019-07-15,258.93
Netflix,2023-11-30,1196.73
Netflix,2018-04-15,1883.18
Tesla,2016-06-30,1073.14
Amazon,2023-11-21,542.87
Netflix,2020-01-01,1481.41
Apple,2021-06-17,1573.14
Amazon,2017-01-08,1632.12
Tesla,2016-11-01,494.2
Microsoft,2024-07-24,1422.8
Microsoft,2024-12-02,1266.11
Microsoft,2019-01-24,644.1
Microsoft,2014-11-14,404.94
Google,2019-11-15,272.52
Microsoft,2022-02-04,710.54
Netflix,2019-01-29,562.64
Amazon,2022-07-20,485.82
Tesla,2023-03-18,1132.24
Google,2024-01-08,225.47
Amazon,2020-12-16,1604.37
Apple,2021-01-15,1473.39
Tesla,2018-02-26,1966.92
Netflix,2017-07-18,1472.54
Amazon,2017-11-24,18.97
Google,2017-07-24,1157.82
Microsoft,2021-04-06,1724.55
Tesla,2018-09-13,1217.28
Tesla,2023-06-27,50.08
Netflix,2019-09-11,517.38
Tesla,2022-12-11,620.09
Netflix,2014-06-04,1616.43
Netflix,2017-05-29,504.82
Netflix,2022-09-21,1485.64
Microsoft,2023-10-24,725.28
Google,2019-03-11,734.99
